ID,Name,Pronoun,Birthday,Weight,ZipCode,SqFt,Pets,Water,Shoes,Commute,NumKids,Exercise,Beverage
101330,James Holder - sales associate,he,1972-08-26,144.05,00221,1207,"cat,dog,cat,dog,cat,dog",52.76,10,53.93,4,None,Coffee
101331,Mable Buonocore - sales associate,she,1960-09-18,189.19,00221,2650,"dog,bird",133.29,8,16.27,2,None,Tea
101332,William Wade - trucker,he,1986-12-06,219.45,03977,1308,"bird,dog",85.11,8,1.86,None,None,Coffee
101333,Myrna Berri - sales associate,she,1933-01-03,182.87,03977,1938,"bird,dog,dog,fish,bird",76.7,6,26.96,5,Low,Cocoa
101334,Jerry Miles - software engineer,she,1976-11-03,165.12,06861,2128,,58.84,6,4.22,2,None,Coffee
101335,Nancy Lindberg - receptionist,she,1988-10-22,200.54,00221,1706,"bird,lizard,hamster,hamster,lizard",162.92,8,8.15,None,Low,Coffee
101336,John Grimes - teacher,they,2000-09-05,142.82,06861,2365,"dog,fish,dog,cat,dog,cat",16.52,4,31.75,3,Low,Coffee
101337,Jasper Billingslea - vice president,he,2003-11-11,156.75,00221,2671,"cat,dog,fish,bird,dog,cat",63.42,6,31.54,4,None,Coffee
101338,Edna Williams - vice president,she,1941-01-16,175.61,08161,1635,fish,79.97,9,73.32,1,None,Cider
101339,Karrie Kramarczyk - assistant manager,she,1987-03-21,133.38,08161,2445,"cat,fish,fish",63.89,1,36.11,3,None,Tea
101340,Thomas Burgess - engineer,he,1954-01-21,227.3,00221,2132,,95.35,4,1.64,2,None,Coffee
101341,Roberto Walkingstick - assistant manager,they,1985-12-10,134.53,06861,2108,dog,80.57,12,36.91,3,Low,Cider
101342,Marisha Hanna - vice president,she,1949-06-10,174.4,08161,1950,"dog,fish,cat,fish,bird,fish",31.64,1,24.4,1,High,Cocoa
101343,Lillian Whetzel - assistant manager,she,1952-05-22,204.58,08161,1347,,62.0,7,0.51,2,Low,Tea
101344,Michael Hardin - sales associate,he,1996-02-20,145.63,07770,2338,"bird,bird",53.46,4,46.88,2,Medium,Cocoa
101345,Willard Griffith - sales associate,he,1943-03-08,184.31,07770,1238,fish,78.14,12,15.66,None,Low,Cider
101346,Timothy Franks - assistant manager,he,1956-07-28,158.8,06861,2040,"fish,dog,dog",120.62,7,36.51,1,None,Cocoa
101347,Sophie Jackson - assistant manager,she,1934-01-27,173.89,06861,2127,,140.42,5,19.58,1,High,Cider
101348,Charles Meneses - sales associate,he,1944-04-18,143.49,06861,2265,"bird,cat",123.7,7,0.8,1,High,Coffee
101349,Camille Leach - physician,they,1969-10-26,171.91,04532,1659,,27.23,0,18.14,2,Low,Cider
101350,Jose Ashurst - physician,he,1967-02-20,243.81,06861,2131,,137.78,9,39.76,1,None,Cider
101351,Leonie Webb - trucker,she,1967-11-27,176.93,03977,1292,dog,80.17,1,24.47,3,Low,Cider
101352,Marty Berndt - assistant manager,he,2004-02-19,192.8,08161,2966,"dog,dog,cat,dog,cat,lizard",75.26,9,24.68,3,Medium,Coffee
101353,Kelly Munnis - vice president,she,1947-02-18,145.76,00221,1377,,37.65,8,10.82,2,High,Cider
101354,Maria Weiss - physician,she,1942-10-11,148.43,03977,1664,"bird,lizard,cat,dog,bird,dog",64.27,10,69.12,2,None,Cocoa
101355,Hope Huff - receptionist,she,1992-03-05,154.35,03977,1454,,64.7,7,43.5,1,Low,Cider
101356,Luther Wilson - assistant manager,he,1962-08-26,187.29,00221,1379,"dog,dog",162.98,6,29.95,3,None,Cider
101357,Harold Joseph - assistant manager,they,1971-03-13,141.19,07770,1066,"dog,hamster,hamster",97.26,8,11.09,3,None,Coffee
101358,Ryan Bell - engineer,he,1925-04-14,155.41,08161,2191,"cat,dog,dog,cat,cat,hamster",109.51,10,28.71,2,None,Tea
101359,Rosa Tyler - sales associate,she,1952-09-07,161.65,00221,2237,"bird,cat,cat,bird,dog,fish",116.6,9,11.47,2,None,Coffee
101360,Margaret Tan - vice president,she,1991-10-10,182.44,00221,2286,fish,44.8,1,28.7,2,None,Cocoa
101361,George Briceno - assistant manager,he,1992-11-05,171.64,00221,2176,"cat,cat",113.39,8,33.7,3,None,Tea
101362,Mark Hockenberry - assistant manager,he,1932-09-22,171.98,00445,2271,,95.48,10,40.3,3,Medium,Cider
101363,Roger Knight - software engineer,he,1991-03-21,155.08,00221,-1000,"hamster,fish",77.73,4,40.18,3,None,Cocoa
101364,Scott Ballard - teacher,he,1952-07-10,137.93,06861,2006,cat,112.88,2,79.94,3,None,Cider
101365,Alma Goggins - teacher,she,1972-05-17,147.17,08161,1317,"cat,dog,dog,dog,fish",121.35,7,20.88,2,High,Tea
101366,May Rossi - vice president,she,1999-09-23,185.63,03977,2030,"cat,cat",76.86,6,6.13,4,None,Coffee
101367,Robert Lorenz - vice president,they,2002-03-16,159.53,03977,1794,,84.95,9,57.47,2,None,Cider
101368,Deann Steedley - trucker,she,1943-08-02,160.33,00221,2608,"fish,dog,dog",59.72,3,33.07,3,High,Cocoa
101369,Pearlene Summers - assistant manager,she,1983-07-20,147.45,00221,2341,,171.32,8,16.79,4,None,Cocoa
101370,Ilse Jones - teacher,she,1946-07-22,142.08,00221,1644,"dog,dog,cat,cat,bird,dog",39.5,1,26.15,4,Low,Tea
101371,Nicole Allen - trucker,she,1950-12-22,172.92,00221,1870,"bird,cat",112.27,2,15.52,2,Low,Cocoa
101372,Emily Watson - trucker,she,1994-06-06,184.65,06861,2014,hamster,127.75,7,53.47,3,Low,Cider
101373,Harriett Mcqueen - physician,she,1983-07-26,139.54,03977,1199,"dog,fish",114.6,4,4.31,2,Low,Coffee
101374,Shirley Parker - trucker,she,1936-06-12,181.66,06861,2247,,77.74,18,19.4,4,Low,Cider
101375,Emily Carney - general manager,she,1962-04-26,137.57,08161,2166,cat,-3.81,8,37.43,4,None,Cider
101376,Lenora Mckenzie - assistant manager,they,2000-03-21,160.59,07770,3248,"hamster,dog,cat",75.6,7,31.62,1,High,Coffee
101377,Vivian Haskell - sales associate,she,1973-10-16,191.05,00849,2465,,128.99,10,11.9,3,None,Cocoa
101378,Michael Edens - trucker,he,1992-05-13,204.7,00221,1707,,114.6,3,48.94,2,High,Cider
101379,Jeremy Raine - sales associate,he,1975-05-20,159.68,08161,1565,"dog,cat,fish,dog",41.77,5,42.16,3,None,Cocoa
101380,Roosevelt Wright - software engineer,he,1926-02-27,262.86,00445,2028,dog,46.77,11,32.54,3,None,Cider
101381,Faye Fulton - teacher,she,1990-10-24,176.99,06861,1864,"bird,dog",49.88,9,42.66,3,None,Cocoa
101382,Charlotte Dehoyos - sales associate,they,1992-02-01,160.51,06861,2253,"dog,bird,cat,fish,fish,fish",58.85,8,49.52,1,None,Coffee
101383,Margaret Burkhead - software engineer,she,1983-02-26,147.87,07770,3401,"dog,dog",100.68,13,41.17,2,Low,Cocoa
101384,Rosario Farris - vice president,they,1940-04-26,180.07,08161,1515,"hamster,hamster,dog,dog,hamster,dog",171.09,5,35.45,3,High,Cocoa
101385,Stacey Krapp - assistant manager,she,1963-05-04,141.68,00221,2743,,43.99,7,47.19,2,Low,Cider
101386,Linda Mcduffie - trucker,she,1958-03-25,180.99,08161,2126,dog,58.73,2,32.69,2,High,Cider
101387,Emma Davis - sales associate,she,1966-11-04,156.66,03977,1653,"fish,fish,bird,dog,dog",76.4,9,11.32,1,Medium,Coffee
101388,Salvador Campbell - vice president,he,2004-05-20,201.37,06861,1941,dog,68.83,6,46.47,3,High,Cocoa
101389,Augustus Davis - trucker,he,1928-10-21,205.32,03977,1837,,68.64,8,48.28,2,Low,Cider
101390,Gladys Shin - assistant manager,she,1954-06-17,162.84,03977,1542,"fish,hamster,cat,cat,fish,fish",54.91,4,49.1,None,None,Cocoa
101391,Hope Rainwater - vice president,she,2005-01-26,161.43,06393,2097,"dog,dog,fish,fish,dog,fish",95.74,4,31.78,1,Low,Coffee
101392,Lydia Farris - software engineer,she,1936-11-10,176.22,06861,1963,"hamster,bird,cat,dog,fish,dog",135.77,14,6.3,3,None,Coffee
101393,Ethel Pepin - trucker,she,1942-01-11,165.42,06861,2185,,89.73,8,0.93,3,High,Tea
101394,Donald Bartos - vice president,he,1938-02-06,189.23,00221,1733,"cat,cat,hamster,bird,cat,dog",159.96,3,65.58,3,High,Coffee
101395,Connie Garcia - vice president,she,1940-06-16,173.94,08161,1599,"bird,cat,dog,dog,cat,dog",78.89,11,10.34,4,High,Tea
101396,Amanda Wells - assistant manager,she,1999-04-07,156.51,06861,2440,bird,69.41,7,22.8,1,High,Cocoa
101397,Herman Ely - software engineer,he,1931-09-22,159.22,00445,2081,"hamster,dog",75.3,6,35.74,2,Medium,Cider
101398,Abraham Sloat - trucker,he,1998-11-27,156.29,00445,2140,,32.03,12,25.35,1,None,Cocoa
101399,John Fraser - trucker,he,1978-04-15,205.98,00221,2155,"dog,bird",49.15,9,7.31,None,Medium,Coffee
101400,Joseph Weaver - physician,he,1992-12-04,171.88,02585,4193,bird,27.76,3,8.48,3,None,Coffee
101401,Glenda Pichette - sales associate,she,1928-12-17,175.32,00221,2542,"dog,fish,dog,fish,hamster",11.64,11,8.64,2,None,Coffee
101402,Melanie Diaz - physician,she,1996-05-20,196.49,07770,3843,,92.73,2,16.45,3,Medium,Tea
101403,Sharon Herrera - physician,she,1946-10-19,165.05,00221,2093,"bird,hamster,cat,cat,cat,lizard",73.9,7,12.87,1,High,Coffee
101404,Kenya Pope - sales associate,she,1930-04-22,198.94,00221,2258,,112.09,7,50.21,2,None,Cider
101405,Aaron Burchfield - receptionist,he,1951-01-23,183.79,06861,2245,"cat,fish,cat,dog,lizard,cat",91.38,2,1.83,3,High,Coffee
101406,Hugh Coleman - vice president,he,1950-03-16,206.61,00221,2671,"bird,dog,bird",92.43,6,5.08,2,None,Coffee
101407,Olive Tokarski - sales associate,she,1959-07-06,206.62,08161,1502,"dog,dog,lizard,lizard,dog,cat",139.61,4,6.24,1,None,Coffee
101408,Eugene Kenon - sales associate,he,1985-11-27,268.84,00221,-1000,,154.97,3,4.86,2,None,Tea
101409,David Nelson - teacher,he,1978-08-19,180.39,00445,2080,"fish,bird,fish,lizard",82.19,8,21.5,1,Medium,Tea
101410,Jillian Santiago - vice president,she,1932-10-26,176.52,00445,1958,"lizard,dog,dog,dog,fish,cat",70.64,3,21.65,3,None,Tea
101411,Vivian Murrah - vice president,she,2003-03-06,142.82,00221,2079,"cat,dog",79.86,10,25.8,2,None,Tea
101412,James Glidden - sales associate,he,1984-02-19,231.11,00221,2713,cat,71.87,1,31.85,3,Low,Cocoa
101413,Patricia Lehman - vice president,she,1966-04-24,180.09,00221,1867,,23.6,14,42.37,1,Low,Cider
101414,Michelle Kempf - vice president,she,1957-04-20,217.28,03977,1950,"dog,lizard,hamster,dog",108.14,12,72.72,1,High,Cocoa
101415,Deena Hook - assistant manager,she,1963-07-18,183.85,03977,2101,"fish,dog,dog",79.79,16,16.95,2,None,Tea
101416,Cheryl Richardson - sales associate,they,1988-07-14,147.73,00221,1843,dog,111.42,8,58.29,None,None,Cider
101417,Barbara Mcqueen - trucker,she,2005-01-10,154.89,00221,2001,,27.01,7,24.16,3,Medium,Cocoa
101418,Cletus Flores - engineer,he,1976-04-01,190.74,08161,1391,"dog,fish",50.43,4,41.0,2,Medium,Cider
101419,Jason Chatman - teacher,he,1942-08-02,162.75,00221,1783,"dog,dog,lizard,dog,dog,dog",40.21,3,82.74,None,Low,Cocoa
101420,Damian Holland - physician,he,1974-06-18,378.95,08161,1797,,47.19,10,1.74,None,None,Coffee
101421,Elaine Giard - vice president,she,1952-05-17,140.73,06393,2181,"fish,hamster",45.96,7,14.75,2,None,Tea
101422,Martha Walken - physician,she,1994-07-20,145.55,00849,3313,,84.88,11,49.94,2,High,Cocoa
101423,Holly Wright - vice president,she,1995-01-12,148.31,00445,2416,cat,54.52,7,20.12,3,None,Cocoa
101424,Robert Knight - trucker,he,1970-06-16,200.96,00221,1897,bird,110.1,6,14.98,2,Medium,Cocoa
101425,Joseph Foy - sales associate,he,1945-07-26,160.47,00221,2287,dog,113.35,0,22.8,2,None,Cider
101426,Kelly Elton - scientist,she,1929-10-09,163.36,00221,1823,"hamster,dog,dog,hamster,bird,lizard",89.44,2,30.66,4,None,Cocoa
101427,Tammy Carraway - teacher,she,2001-03-14,151.56,07770,629,"hamster,dog,bird,dog,dog,bird",125.52,4,42.18,2,Medium,Coffee
101428,James Williams - trucker,he,2002-04-12,190.46,03977,2091,"dog,lizard,dog,cat,dog,cat",41.7,9,20.51,1,None,Tea
101429,Marilyn Torrez - physician,she,1983-12-02,162.41,06393,2080,"dog,cat,fish,bird,fish",60.25,10,0.44,2,Medium,Coffee
101430,Maria Mclaughlin - teacher,she,1964-11-06,152.14,08161,1330,dog,123.66,0,4.1,1,None,Tea
101431,Stacy Wilkinson - physician,she,1934-03-27,146.82,00221,1661,"bird,dog,dog,cat,dog,cat",99.59,6,20.1,2,High,Tea
101432,William Chastain - vice president,they,1937-03-15,196.26,08161,2070,fish,74.85,5,10.71,1,None,Cocoa
101433,Janice Yepes - general manager,she,1951-11-15,169.8,03977,1452,dog,155.35,5,9.88,2,None,Cocoa
101434,Eileen Thomas - assistant manager,she,1967-11-12,170.26,06393,2048,,138.82,14,36.91,2,None,Cider
101435,George Gunter - assistant manager,he,1971-11-14,174.34,06861,2285,"hamster,dog",67.58,8,58.51,4,Low,Cider
101436,Lawrence Gonzales - software engineer,he,1948-08-25,180.55,04532,1677,"dog,fish,dog",50.99,0,22.84,1,High,Cocoa
101437,Tommy Hendrick - general manager,he,1999-05-02,254.65,06393,2040,"cat,lizard,cat,dog,bird,hamster",120.58,9,68.1,2,None,Tea
101438,Elizabeth Johnson - engineer,she,1932-07-08,183.12,08161,2048,,62.91,7,31.65,3,None,Cider
101439,Angela Hunter - teacher,she,1928-05-10,152.57,06861,1969,"fish,fish,cat,fish,dog",70.29,2,19.22,3,Low,Tea
101440,Wayne Freeman - assistant manager,he,1968-02-18,179.38,08161,2612,dog,66.86,7,40.68,2,High,Cider
101441,Sara Mills - assistant manager,she,1940-08-01,188.04,00221,2415,"lizard,bird,hamster,hamster,fish,fish",43.26,7,13.59,4,None,Coffee
101442,Carolyn Satterfield - trucker,they,2001-03-14,140.21,00849,2528,"bird,cat",129.29,3,52.34,2,Low,Tea
101443,Debbie Mays - physician,they,1999-01-10,374.28,06393,2179,"bird,dog",60.56,8,12.36,5,High,Coffee
101444,Patrick Charles - scientist,he,1936-01-12,171.7,06861,2442,"bird,cat,cat,hamster,dog,lizard",-9.87,9,22.46,2,Medium,Tea
101445,Williams True - sales associate,he,1972-06-15,366.2,03977,1938,"dog,cat,cat,dog,dog,dog",143.67,4,6.24,6,Medium,Tea
101446,Lawrence Mount - assistant manager,he,1988-01-14,201.13,03977,1971,,61.65,0,28.99,2,Low,Cocoa
101447,Ashley Pena - assistant manager,she,2005-07-02,186.96,00221,1750,dog,83.53,6,21.42,2,None,Tea
101448,Carolyn Lindquist - trucker,she,1981-04-15,170.84,06861,1915,"lizard,dog,cat,cat,fish",12.38,2,25.74,2,Medium,Tea
101449,Tina Martinez - sales associate,she,1992-08-11,168.49,00221,1846,"dog,bird,hamster,bird,cat,dog",72.27,13,40.0,1,None,Coffee
101450,Ronda Cartmill - physician,she,1937-03-25,192.56,00221,1738,,150.01,1,11.46,1,High,Cider
101451,Lois Carver - assistant manager,she,1954-10-06,194.13,04532,1775,,183.48,4,83.98,3,High,Cider
101452,Monty Wiesner - trucker,he,1992-11-23,197.77,00221,2486,"hamster,cat,dog,dog,cat,fish",108.23,14,17.97,1,None,Coffee
101453,Constance Nyland - sales associate,she,1947-08-27,143.38,08161,2759,dog,51.51,2,38.21,1,Medium,Cider
101454,Kathryn Albritton - scientist,she,1983-05-14,147.17,00445,1943,"hamster,bird,bird",131.2,12,39.18,None,Low,Cocoa
101455,Carmen Long - assistant manager,she,1932-09-12,156.14,06861,2049,"dog,cat",66.28,7,50.29,None,None,Cider
101456,Marry Barefield - sales associate,she,1993-07-26,162.94,00221,1780,,110.92,5,27.47,1,High,Cocoa
101457,Sandra Nelson - trucker,she,1933-01-01,143.64,08161,2682,,53.42,5,3.01,2,Medium,Tea
101458,Christopher Clutter - sales associate,he,1954-03-21,161.71,08161,1913,"hamster,hamster,dog",111.41,8,19.0,1,High,Cocoa
101459,Steven Beresford - vice president,he,1975-12-24,205.67,00221,1823,dog,92.3,8,37.37,2,None,Cider
101460,Dorothy Hurst - sales associate,she,1952-12-23,135.71,08161,1650,"hamster,fish",132.56,10,35.27,1,Low,Cider
101461,Geraldine Fogg - assistant manager,she,1936-12-18,160.72,06861,2073,"lizard,cat,dog,fish,bird,dog",123.45,17,20.03,3,Low,Tea
101462,Philip Catron - trucker,he,2001-05-05,188.27,03977,1726,"bird,dog,hamster",99.89,4,39.72,1,Medium,Tea
101463,Gabrielle Finch - physician,she,1992-12-26,155.22,00221,1982,bird,103.7,1,9.98,2,None,Tea
101464,Mellisa Nelson - vice president,she,1987-05-18,136.94,00221,2286,,37.59,5,26.09,2,Low,Cocoa
101465,Virginia Steven - sales associate,she,1961-02-13,163.7,04532,1701,,124.91,10,5.4,4,None,Tea
101466,Clifton Pickert - receptionist,he,1927-09-03,184.7,00221,1873,"hamster,hamster,cat,fish,dog,fish",99.22,4,46.45,3,None,Cocoa
101467,Frank Jackson - trucker,he,1958-05-02,207.2,00221,1269,"bird,cat,hamster",80.07,11,13.52,1,Medium,Tea
101468,Heather Stokes - software engineer,she,1990-02-06,166.65,08161,1861,dog,70.63,2,13.68,2,High,Cocoa
101469,Ted Hallquist - trucker,he,1974-02-09,207.88,08161,2238,"cat,hamster,cat,bird,fish,dog",92.24,2,1.58,3,None,Coffee
101470,Raymond Hargrove - general manager,he,1929-08-02,174.48,08161,1777,"bird,cat,hamster,dog,dog",125.85,15,57.14,2,Low,Cocoa
101471,Ruthann Duncan - vice president,she,1942-12-18,180.35,04532,1791,"cat,hamster,bird",54.27,5,42.85,3,Low,Cider
101472,Eric Luc - sales associate,they,1996-04-23,131.98,00849,4012,dog,119.58,10,22.95,2,None,Tea
101473,Sean Williams - trucker,he,1991-07-06,143.78,04532,1672,"cat,bird,fish,cat,dog,cat",68.85,10,6.09,4,High,Coffee
101474,Andrew Eison - assistant manager,he,2004-01-25,163.1,00221,1955,,63.77,10,13.95,1,None,Tea
101475,Robert Ramsey - sales associate,he,2003-01-19,167.97,07770,1778,"hamster,bird,lizard,hamster,hamster,dog",138.58,6,58.48,4,Medium,Tea
101476,David Weekes - vice president,he,1936-02-18,192.35,00221,1858,,92.98,9,29.06,2,None,Cider
101477,Mary Ward - sales associate,she,1944-01-22,147.46,00221,2607,,127.95,13,17.08,4,High,Cider
101478,Andrea White - vice president,she,1959-04-08,150.18,03977,1653,"bird,dog,dog,bird,hamster,dog",62.92,3,29.51,5,Medium,Tea
101479,Nicole Haley - assistant manager,they,2003-05-23,139.96,00849,2778,,78.24,11,18.88,3,Medium,Tea
101480,Rebecca Coleman - trucker,she,1958-10-15,145.96,03977,1300,"fish,dog,dog,dog,cat,fish",124.17,6,16.96,1,Low,Tea
101481,Alma Kardashian - software engineer,she,1960-05-17,193.28,08161,3049,"dog,bird",70.86,6,26.74,3,None,Cocoa
101482,Gayla Shook - physician,she,1990-12-15,177.31,00221,1582,"dog,cat,dog,dog,dog,cat",138.66,12,29.17,2,Low,Coffee
101483,Jeremy Prill - vice president,he,2000-08-25,190.07,07770,4027,cat,72.71,7,30.24,1,High,Tea
101484,Kenneth Ali - engineer,he,1936-08-17,235.75,06393,2064,"dog,dog,cat,bird,cat,dog",55.61,9,20.01,2,High,Tea
101485,Brian Myers - software engineer,he,1936-04-03,180.9,03977,1623,"dog,dog,hamster,bird,dog",66.4,16,29.37,None,High,Tea
101486,Paul Favors - teacher,they,1988-06-04,197.46,06861,2049,"dog,dog",106.22,8,13.69,4,Low,Tea
101487,Tawnya Gardner - trucker,she,1948-02-13,134.09,08161,2301,"dog,fish",66.66,4,20.87,None,Low,Cocoa
101488,Denis Pierson - assistant manager,he,1925-07-09,194.33,03977,1749,"dog,hamster,hamster",110.0,4,0.43,3,High,Coffee
101489,Walter Marks - vice president,he,1974-03-05,196.12,03977,2182,"bird,dog,dog,dog,cat,dog",60.75,4,11.38,1,High,Tea
101490,Joanne Davis - teacher,she,1930-03-15,184.55,03977,1224,,75.43,7,19.21,3,Medium,Cider
101491,Alma Hill - assistant manager,she,1966-12-25,191.38,06861,2038,"dog,bird",108.95,13,20.45,1,Low,Cocoa
101492,Theresa Price - physician,she,1976-10-12,189.75,00445,1826,fish,87.71,7,3.7,2,None,Coffee
101493,Dinah Ramos - vice president,she,1927-08-26,198.64,08161,1738,fish,99.87,19,3.6,3,None,Tea
101494,Thomas Seitz - physician,he,1974-04-22,219.95,08161,1982,"cat,dog,dog,bird,dog,hamster",59.62,11,8.4,3,High,Coffee
101495,Anthony Jones - software engineer,he,1959-03-22,163.79,03977,1900,"fish,bird,fish",88.34,10,31.22,3,None,Cocoa
101496,Laura Laplante - assistant manager,they,1990-11-01,135.31,00221,1808,dog,36.99,9,5.37,1,High,Tea
101497,Charlotte Caston - physician,she,2004-05-26,194.04,00221,2027,,162.05,5,3.43,3,None,Coffee
101498,Shaun Tran - teacher,he,1962-06-28,155.53,06861,2174,hamster,150.02,6,44.01,4,Low,Cider
101499,Veronica Cyrus - sales associate,she,1983-09-11,187.42,00221,1546,"dog,bird",126.71,5,12.13,2,None,Tea
101500,Ashley Makins - software engineer,she,1935-05-28,184.35,06861,2385,fish,78.46,4,40.28,2,Medium,Cider
